Yıl,Ay No,İlçe,Dogalgaz Tüketim Miktarı (m3)
2015,2,BÜYÜKÇEKMECE,15818806.535
2015,3,BÜYÜKÇEKMECE,14766399.499
2015,4,BÜYÜKÇEKMECE,9165857.079
2015,5,BÜYÜKÇEKMECE,2989567.583
2015,6,BÜYÜKÇEKMECE,2206878.62
2015,7,BÜYÜKÇEKMECE,1869508.504
2015,8,BÜYÜKÇEKMECE,1873307.255
2015,9,BÜYÜKÇEKMECE,2037943.425
2015,10,BÜYÜKÇEKMECE,4253475.551
2015,11,BÜYÜKÇEKMECE,7714810.036
2015,12,BÜYÜKÇEKMECE,15586550.371
2016,1,BÜYÜKÇEKMECE,19501271.445
2016,2,BÜYÜKÇEKMECE,13563548.652
2016,3,BÜYÜKÇEKMECE,12354861.157
2016,4,BÜYÜKÇEKMECE,4764662.837
2016,5,BÜYÜKÇEKMECE,3459710.302
2016,6,BÜYÜKÇEKMECE,2225923.796
2016,7,BÜYÜKÇEKMECE,1800445.017
2016,8,BÜYÜKÇEKMECE,1993032.874
2016,9,BÜYÜKÇEKMECE,2233814.488
2016,10,BÜYÜKÇEKMECE,4811566.955
2016,11,BÜYÜKÇEKMECE,11318743.988
2016,12,BÜYÜKÇEKMECE,20234753.365
2017,1,BÜYÜKÇEKMECE,23904761.133
2017,2,BÜYÜKÇEKMECE,18387154.025
2017,3,BÜYÜKÇEKMECE,15200681.561
2017,4,BÜYÜKÇEKMECE,9672030.01
2017,5,BÜYÜKÇEKMECE,3905508.58
2017,6,BÜYÜKÇEKMECE,2295105.509
2017,7,BÜYÜKÇEKMECE,2140113.117
2017,8,BÜYÜKÇEKMECE,2068807.326
2017,9,BÜYÜKÇEKMECE,2249979.301
2017,10,BÜYÜKÇEKMECE,4834693.713
2017,11,BÜYÜKÇEKMECE,11078962.048
2017,12,BÜYÜKÇEKMECE,13525032.386
2018,1,BÜYÜKÇEKMECE,20922041.851
2018,2,BÜYÜKÇEKMECE,16982166.865
2018,3,BÜYÜKÇEKMECE,16415718.27
2018,4,BÜYÜKÇEKMECE,7755161.39
2018,5,BÜYÜKÇEKMECE,3796041.797
2018,6,BÜYÜKÇEKMECE,2293016.274
2018,7,BÜYÜKÇEKMECE,2231672.225
2018,8,BÜYÜKÇEKMECE,1913315.88
2018,9,BÜYÜKÇEKMECE,2470400.169
2018,10,BÜYÜKÇEKMECE,4219361.194
2018,11,BÜYÜKÇEKMECE,10934359.568
2018,12,BÜYÜKÇEKMECE,21138528.599
2019,1,BÜYÜKÇEKMECE,22711142.55
2019,2,BÜYÜKÇEKMECE,18531466.537
2019,3,BÜYÜKÇEKMECE,16010405.423
2019,4,BÜYÜKÇEKMECE,11083556.332
2019,5,BÜYÜKÇEKMECE,4182036.616
2019,6,BÜYÜKÇEKMECE,2250029.636
2019,7,BÜYÜKÇEKMECE,2454835.428
2019,8,BÜYÜKÇEKMECE,2160979.54
2019,9,BÜYÜKÇEKMECE,2478599.599
2019,10,BÜYÜKÇEKMECE,3550607.236
2019,11,BÜYÜKÇEKMECE,6066378.498
2019,12,BÜYÜKÇEKMECE,16090542.847
2020,1,BÜYÜKÇEKMECE,22445918.913
2020,2,BÜYÜKÇEKMECE,18613399.539
2020,3,BÜYÜKÇEKMECE,16248647.064
2020,4,BÜYÜKÇEKMECE,11241744.385
2020,5,BÜYÜKÇEKMECE,4255040.193
2020,6,BÜYÜKÇEKMECE,2892281.296
2020,7,BÜYÜKÇEKMECE,2422604.626
2020,8,BÜYÜKÇEKMECE,2319930.353
2020,9,BÜYÜKÇEKMECE,2539429.509
2020,10,BÜYÜKÇEKMECE,3461282.326
2020,11,BÜYÜKÇEKMECE,12574173.569
2020,12,BÜYÜKÇEKMECE,17513389.019
2021,1,BÜYÜKÇEKMECE,20012433.51
2021,2,BÜYÜKÇEKMECE,18779167.831
2021,3,BÜYÜKÇEKMECE,21448552.58
2021,4,BÜYÜKÇEKMECE,13865302.298
2021,5,BÜYÜKÇEKMECE,4046369.829
2021,6,BÜYÜKÇEKMECE,3018949.93
2021,7,BÜYÜKÇEKMECE,2218954.947
2021,8,BÜYÜKÇEKMECE,2341473.028
2021,9,BÜYÜKÇEKMECE,2844820.94
2021,10,BÜYÜKÇEKMECE,6340544.731
2021,11,BÜYÜKÇEKMECE,12397755.327
2021,12,BÜYÜKÇEKMECE,20042415.092
2022,1,BÜYÜKÇEKMECE,25194409.588
2022,2,BÜYÜKÇEKMECE,20885313.62
2022,3,BÜYÜKÇEKMECE,25315944.745
2022,4,BÜYÜKÇEKMECE,10601005.057
2022,5,BÜYÜKÇEKMECE,5590736.032
2022,6,BÜYÜKÇEKMECE,3102175.839
2022,7,BÜYÜKÇEKMECE,2517706.321
2022,8,BÜYÜKÇEKMECE,2596803.012
2022,9,BÜYÜKÇEKMECE,2870329.816
2022,10,BÜYÜKÇEKMECE,4918980.265
2022,11,BÜYÜKÇEKMECE,9557345.686
2022,12,BÜYÜKÇEKMECE,17385431.149
2023,1,BÜYÜKÇEKMECE,19411829.607
2023,2,BÜYÜKÇEKMECE,21967222.718
2023,3,BÜYÜKÇEKMECE,18963045.681
2023,4,BÜYÜKÇEKMECE,11444856.55
2015,1,ÇATALCA,167280.328
2015,2,ÇATALCA,143109.327
2015,3,ÇATALCA,140944.389
2015,4,ÇATALCA,97172.972
2015,5,ÇATALCA,35513.148
2015,6,ÇATALCA,30943.011
2015,7,ÇATALCA,28831.605
2015,8,ÇATALCA,29285.183
2015,9,ÇATALCA,31784.448
2015,10,ÇATALCA,58414.446
2015,11,ÇATALCA,106734.06
2015,12,ÇATALCA,203852.199
2016,1,ÇATALCA,260438.129
2016,2,ÇATALCA,187786.906
2016,3,ÇATALCA,179568.014
2016,4,ÇATALCA,75004.812
2016,5,ÇATALCA,63895.536
2016,6,ÇATALCA,40895.393
2016,7,ÇATALCA,34697.845
2016,8,ÇATALCA,711277.622
2016,9,ÇATALCA,626187.758
2016,10,ÇATALCA,1220382.678
2016,11,ÇATALCA,2021898.173
2016,12,ÇATALCA,3181353.02
2017,1,ÇATALCA,3578764.434
2017,2,ÇATALCA,2787268.012
2017,3,ÇATALCA,2432984.596
2017,4,ÇATALCA,1725854.068
2017,5,ÇATALCA,1020951.747
2017,6,ÇATALCA,644049.814
2017,7,ÇATALCA,724005.512
2017,8,ÇATALCA,738967.658
2017,9,ÇATALCA,690063.08
2017,10,ÇATALCA,1358272.681
2017,11,ÇATALCA,2043472.199
2017,12,ÇATALCA,2514094.15
2018,1,ÇATALCA,3449248.438
2018,2,ÇATALCA,3105419.911
2018,3,ÇATALCA,3150736.233
2018,4,ÇATALCA,1675289.995
2018,5,ÇATALCA,1080049.177
2018,6,ÇATALCA,780966.407
2018,7,ÇATALCA,769677.947
2018,8,ÇATALCA,825025.42
2018,9,ÇATALCA,1274745.905
2018,10,ÇATALCA,1880176.135
2018,11,ÇATALCA,2985427.75
2018,12,ÇATALCA,4378163.626
2019,1,ÇATALCA,4491593.014
2019,2,ÇATALCA,3722949.382
2019,3,ÇATALCA,3537101.758
2019,4,ÇATALCA,3290900.965
2019,5,ÇATALCA,1908060.925
2019,6,ÇATALCA,1149300.041
2019,7,ÇATALCA,1483820.579
2019,8,ÇATALCA,1172034.626
2019,9,ÇATALCA,1342770.344
2019,10,ÇATALCA,1707812.59
2019,11,ÇATALCA,2167391.647
2019,12,ÇATALCA,4131557.683
2020,1,ÇATALCA,5393195.274
2020,2,ÇATALCA,4550664.541
2020,3,ÇATALCA,4212273.85
2020,4,ÇATALCA,3118753.451
2020,5,ÇATALCA,1512025.068
2020,6,ÇATALCA,1404698.589
2020,7,ÇATALCA,1261344.071
2020,8,ÇATALCA,1324168.115
2020,9,ÇATALCA,1501540.078
2020,10,ÇATALCA,1718356.053
2020,11,ÇATALCA,3891702.671
2020,12,ÇATALCA,4926741.88
2021,1,ÇATALCA,5287548.263
2021,2,ÇATALCA,4880134.342
2021,3,ÇATALCA,5730055.69
2021,4,ÇATALCA,4008879.038
2021,5,ÇATALCA,1537812.392
2021,6,ÇATALCA,1421864.986
2021,7,ÇATALCA,1054344.227
2021,8,ÇATALCA,1277796.639
2021,9,ÇATALCA,1407701.575
2021,10,ÇATALCA,2431142.563
2021,11,ÇATALCA,3776034.635
2021,12,ÇATALCA,5338762.034
2022,1,ÇATALCA,6256418.377
2022,2,ÇATALCA,5393704.777
2022,3,ÇATALCA,6455555.917
2022,4,ÇATALCA,3269858.081
2022,5,ÇATALCA,2056733.821
2022,6,ÇATALCA,1475880.726
2022,7,ÇATALCA,1154850.286
2022,8,ÇATALCA,1312897.065
2022,9,ÇATALCA,1408943.559
2022,10,ÇATALCA,1962038.456
2022,11,ÇATALCA,3128694.131
2022,12,ÇATALCA,4800028.116
2023,1,ÇATALCA,5314762.881
2023,2,ÇATALCA,5768309.21
2023,3,ÇATALCA,5210812.559
2023,4,ÇATALCA,3352108.764
2015,1,ÇEKMEKÖY,15530369.371
2015,2,ÇEKMEKÖY,13604773.099
2015,3,ÇEKMEKÖY,13270977.434
2015,4,ÇEKMEKÖY,8862446.894
2015,5,ÇEKMEKÖY,3455685.198
2015,6,ÇEKMEKÖY,2658709.794
2015,7,ÇEKMEKÖY,2236526.942
2015,8,ÇEKMEKÖY,2145345.225
2015,9,ÇEKMEKÖY,2255512.183
2015,10,ÇEKMEKÖY,4243783.618
2015,11,ÇEKMEKÖY,7355942.799
2015,12,ÇEKMEKÖY,14258892.386
2016,1,ÇEKMEKÖY,16702880.026
2016,2,ÇEKMEKÖY,11387868.065
2016,3,ÇEKMEKÖY,10918796.477
2016,4,ÇEKMEKÖY,4442210.104
2016,5,ÇEKMEKÖY,3559089.201
2016,6,ÇEKMEKÖY,2392481.562
2016,7,ÇEKMEKÖY,1896071.368
2016,8,ÇEKMEKÖY,1956409.177
2016,9,ÇEKMEKÖY,2356084.778
2016,10,ÇEKMEKÖY,5038364.882
2016,11,ÇEKMEKÖY,10267919.383
2016,12,ÇEKMEKÖY,18766273.183
2017,1,ÇEKMEKÖY,20975991.598
2017,2,ÇEKMEKÖY,15468490.939
2017,3,ÇEKMEKÖY,13089896.247
2017,4,ÇEKMEKÖY,9023859.235
2017,5,ÇEKMEKÖY,4144929.683
2017,6,ÇEKMEKÖY,2517883.981
2017,7,ÇEKMEKÖY,2190109.284
2017,8,ÇEKMEKÖY,2329406.737
2017,9,ÇEKMEKÖY,2470163.591
2017,10,ÇEKMEKÖY,5347949.372
2017,11,ÇEKMEKÖY,10604127.845
2017,12,ÇEKMEKÖY,13904913.255
2018,1,ÇEKMEKÖY,17337261.111
2018,2,ÇEKMEKÖY,15448675.316
2018,3,ÇEKMEKÖY,13274279.181
2018,4,ÇEKMEKÖY,6850874.66
2018,5,ÇEKMEKÖY,4136922.177
2018,6,ÇEKMEKÖY,2589216.378
2018,7,ÇEKMEKÖY,2607966.126
2018,8,ÇEKMEKÖY,2314226.599
2018,9,ÇEKMEKÖY,2820751.812
2018,10,ÇEKMEKÖY,4668873.723
2018,11,ÇEKMEKÖY,10148222.299
2018,12,ÇEKMEKÖY,17990313.41
2019,1,ÇEKMEKÖY,19039992.244
2019,2,ÇEKMEKÖY,16245422.251
2019,3,ÇEKMEKÖY,13982561.173
2019,4,ÇEKMEKÖY,10243931.881
2019,5,ÇEKMEKÖY,4042151.417
2019,6,ÇEKMEKÖY,2442002.966
2019,7,ÇEKMEKÖY,2532107.391
2019,8,ÇEKMEKÖY,2285379.903
2019,9,ÇEKMEKÖY,2637376.546
2019,10,ÇEKMEKÖY,3778952.058
2019,11,ÇEKMEKÖY,6230940.216
2019,12,ÇEKMEKÖY,15103002.541
2020,1,ÇEKMEKÖY,19872765.907
2020,2,ÇEKMEKÖY,16315182.559
2020,3,ÇEKMEKÖY,14192493.456
2020,4,ÇEKMEKÖY,9197339.106
2020,5,ÇEKMEKÖY,3820834.789
2020,6,ÇEKMEKÖY,3024726.177
2020,7,ÇEKMEKÖY,2556570.294
2020,8,ÇEKMEKÖY,2376569.644
2020,9,ÇEKMEKÖY,2633684.017
2020,10,ÇEKMEKÖY,3556504.523
2020,11,ÇEKMEKÖY,11147479.692
2020,12,ÇEKMEKÖY,14947210.06
2021,1,ÇEKMEKÖY,16969086.56
2021,2,ÇEKMEKÖY,16155306.064
2021,3,ÇEKMEKÖY,18660250.85
2021,4,ÇEKMEKÖY,12021885.423
2021,5,ÇEKMEKÖY,3931776.223
2021,6,ÇEKMEKÖY,3290598.449
2021,7,ÇEKMEKÖY,2436074.334
2021,8,ÇEKMEKÖY,2548298.457
2021,9,ÇEKMEKÖY,3158005.983
2021,10,ÇEKMEKÖY,6782338.107
2021,11,ÇEKMEKÖY,11455141.759
2021,12,ÇEKMEKÖY,17721545.621
2022,1,ÇEKMEKÖY,21907844.55
2022,2,ÇEKMEKÖY,18501333.469
2022,3,ÇEKMEKÖY,22678814.75
2022,4,ÇEKMEKÖY,9448051.926
2022,5,ÇEKMEKÖY,5198678.63
2022,6,ÇEKMEKÖY,3115693.984
2022,7,ÇEKMEKÖY,2531926.728
2022,8,ÇEKMEKÖY,2685390.114
2022,9,ÇEKMEKÖY,2954039.252
2022,10,ÇEKMEKÖY,5186461.608
2022,11,ÇEKMEKÖY,8912203.435
2022,12,ÇEKMEKÖY,14926528.976
2023,1,ÇEKMEKÖY,17130875.059
2023,2,ÇEKMEKÖY,19300423.5
2023,3,ÇEKMEKÖY,16452143.579
2023,4,ÇEKMEKÖY,9927362.475
2015,1,ESENLER,19816552.207
2015,2,ESENLER,17229825.736
2015,3,ESENLER,16050506.543
2015,4,ESENLER,9428602.057
2015,5,ESENLER,3244432.633
2015,6,ESENLER,2564043.723
2015,7,ESENLER,2131784.492
2015,8,ESENLER,2027233.296
2015,9,ESENLER,2311807.524
2015,10,ESENLER,4298964.432
2015,11,ESENLER,7508496.633
2015,12,ESENLER,16595227.838
2016,1,ESENLER,21073198.652
2016,2,ESENLER,14257535.402
2016,3,ESENLER,12873305.421
2016,4,ESENLER,4787361.884
2016,5,ESENLER,3594743.105
2016,6,ESENLER,2646268.468
2016,7,ESENLER,2091055.533
2016,8,ESENLER,2276956.453
2016,9,ESENLER,2459187.331
2016,10,ESENLER,4984232.644
2016,11,ESENLER,12110879.356
2016,12,ESENLER,22551425.81
2017,1,ESENLER,26953907.209
2017,2,ESENLER,20211573.432
2017,3,ESENLER,16070952.385
2017,4,ESENLER,9993906.484
2017,5,ESENLER,4238378.95
2017,6,ESENLER,2668414.415
2017,7,ESENLER,2421511.424
2017,8,ESENLER,2373628.845
2017,9,ESENLER,2499876.689
2017,10,ESENLER,4842208.039
2017,11,ESENLER,11306075.927
2017,12,ESENLER,14565518.074
2018,1,ESENLER,22852456.595
2018,2,ESENLER,18241960.603
2018,3,ESENLER,16900130.402
2018,4,ESENLER,7503361.29
2018,5,ESENLER,4026264.155
2018,6,ESENLER,2679577.76
2018,7,ESENLER,2536518.916
2018,8,ESENLER,2185470.334
2018,9,ESENLER,2741750.719
2018,10,ESENLER,4251328.025
2018,11,ESENLER,11200804.103
2018,12,ESENLER,22351448.321
2019,1,ESENLER,24516859.626
2019,2,ESENLER,19747310.5
2019,3,ESENLER,16863507.457
2019,4,ESENLER,11629172.929
2019,5,ESENLER,4462801.752
2019,6,ESENLER,2622899.582
2019,7,ESENLER,2682550.923
2019,8,ESENLER,2422177.218
2019,9,ESENLER,2841397.174
2019,10,ESENLER,3732368.439
2019,11,ESENLER,6045965.686
2019,12,ESENLER,16739395.112
2020,1,ESENLER,23725736.773
2020,2,ESENLER,19398084.457
2020,3,ESENLER,16727314.098
2020,4,ESENLER,10610733.674
2020,5,ESENLER,4226130.68
2020,6,ESENLER,3235331.478
2020,7,ESENLER,2656383.63
2020,8,ESENLER,2511248.023
2020,9,ESENLER,2815028.584
2020,10,ESENLER,3495874.577
2020,11,ESENLER,11614764.048
2020,12,ESENLER,16451150.235
2021,1,ESENLER,19311364.881
2021,2,ESENLER,18557696.64
2021,3,ESENLER,21179430.756
2021,4,ESENLER,13282373.485
2021,5,ESENLER,4053784.61
2021,6,ESENLER,3290811.371
2021,7,ESENLER,2394927.51
2021,8,ESENLER,2471836.958
2021,9,ESENLER,2963928.067
2021,10,ESENLER,5795951.468
2021,11,ESENLER,11283890.532
2021,12,ESENLER,19008225.481
2022,1,ESENLER,24639309.36
2022,2,ESENLER,20530117.631
2022,3,ESENLER,24850912.992
2022,4,ESENLER,9684822.146
2022,5,ESENLER,5275670.753
2022,6,ESENLER,3156230.108
2022,7,ESENLER,2594326.344
2022,8,ESENLER,2673521.812
2022,9,ESENLER,2955336.278
2022,10,ESENLER,4355410.99
2022,11,ESENLER,8143099.919
2022,12,ESENLER,15610992.985
2023,1,ESENLER,18367627.627
2023,2,ESENLER,21077517.643
2023,3,ESENLER,17386009.685
2023,4,ESENLER,10580701.335
2015,1,ESENYURT,44809188.363
2015,2,ESENYURT,40333560.033
2015,3,ESENYURT,39373744.982
2015,4,ESENYURT,27077172.621
2015,5,ESENYURT,14974992.811
2015,6,ESENYURT,13828557.93
2015,7,ESENYURT,11950625.874
2015,8,ESENYURT,12816135.983
2015,9,ESENYURT,12510126.993
2015,10,ESENYURT,18107300.191
2015,11,ESENYURT,24774439.857
2015,12,ESENYURT,43062002.226
2016,1,ESENYURT,51453146.29
2016,2,ESENYURT,37293806.4
2016,3,ESENYURT,35895279.646
2016,4,ESENYURT,18888845.34
2016,5,ESENYURT,17082175.701
2016,6,ESENYURT,14223912.082
2016,7,ESENYURT,11343116.749
2016,8,ESENYURT,13631885.854
2016,9,ESENYURT,12541865.431
2016,10,ESENYURT,20020969.927
2016,11,ESENYURT,35027929.633
2016,12,ESENYURT,56713385.958
2017,1,ESENYURT,65768154.59
2017,2,ESENYURT,52671401.476
2017,3,ESENYURT,44619548.478
2017,4,ESENYURT,31215660.318
2017,5,ESENYURT,18831408.885
2017,6,ESENYURT,14242151.959
2017,7,ESENYURT,14870636.405
2017,8,ESENYURT,14854524.307
2017,9,ESENYURT,13986621.717
2017,10,ESENYURT,21241922.611
2017,11,ESENYURT,36659063.537
2017,12,ESENYURT,42937533.031
2018,1,ESENYURT,62639866.758
2018,2,ESENYURT,51362964.343
2018,3,ESENYURT,50847354.177
2018,4,ESENYURT,28018287.828
2018,5,ESENYURT,20630074.297
2018,6,ESENYURT,15438747.505
2018,7,ESENYURT,16321436.136
2018,8,ESENYURT,13161850.237
2018,9,ESENYURT,16211299.552
2018,10,ESENYURT,21129922.727
2018,11,ESENYURT,37326372.787
2018,12,ESENYURT,63118385.466
2019,1,ESENYURT,68683197.506
2019,2,ESENYURT,56344036.667
2019,3,ESENYURT,50864391.803
2019,4,ESENYURT,38472643.842
2019,5,ESENYURT,22492227.017
2019,6,ESENYURT,15224987.078
2019,7,ESENYURT,18626068.501
2019,8,ESENYURT,15562337.965
2019,9,ESENYURT,18414267.903
2019,10,ESENYURT,21577238.031
2019,11,ESENYURT,27093157.519
2019,12,ESENYURT,51736945.355
2020,1,ESENYURT,69458106.215
2020,2,ESENYURT,58922984.582
2020,3,ESENYURT,50394699.934
2020,4,ESENYURT,31064656.865
2020,5,ESENYURT,17203574.674
2020,6,ESENYURT,17773416.71
2020,7,ESENYURT,17244089.881
2020,8,ESENYURT,16831040.512
2020,9,ESENYURT,18912133.485
2020,10,ESENYURT,21237075.257
2020,11,ESENYURT,43120292.481
2020,12,ESENYURT,55684124.326
2021,1,ESENYURT,62430332.519
2021,2,ESENYURT,59821239.208
2021,3,ESENYURT,67597759.757
2021,4,ESENYURT,47248066.579
2021,5,ESENYURT,21662172.115
2021,6,ESENYURT,21625289.693
2021,7,ESENYURT,16886756.346
2021,8,ESENYURT,19437637.098
2021,9,ESENYURT,21144269.351
2021,10,ESENYURT,29576562.592
2021,11,ESENYURT,43720106.829
2021,12,ESENYURT,65080725.449
2022,1,ESENYURT,79342192.032
2022,2,ESENYURT,66594517.056
2022,3,ESENYURT,79742862.665
2022,4,ESENYURT,38507330.74
2022,5,ESENYURT,25878299.66
2022,6,ESENYURT,22329809.188
2022,7,ESENYURT,17565024.573
2022,8,ESENYURT,19968405.079
2022,9,ESENYURT,20450704.503
2022,10,ESENYURT,24773783.208
2022,11,ESENYURT,35226785.928
2022,12,ESENYURT,55038957.127
2023,1,ESENYURT,61818847.45
2023,2,ESENYURT,68357589.524
2023,3,ESENYURT,58816036.458
2023,4,ESENYURT,38441473.115
2015,1,EYÜPSULTAN,25123888.464
2015,2,EYÜPSULTAN,21699797.266
2015,3,EYÜPSULTAN,21190963.816
2015,4,EYÜPSULTAN,14249739.765
2015,5,EYÜPSULTAN,6563807.408
2015,6,EYÜPSULTAN,5313621.57
2015,7,EYÜPSULTAN,4395393.653
2015,8,EYÜPSULTAN,4531189.655
2015,9,EYÜPSULTAN,4406778.273
2015,10,EYÜPSULTAN,7854180.868
2015,11,EYÜPSULTAN,12186177.707
2015,12,EYÜPSULTAN,22235328.193
2016,1,EYÜPSULTAN,26423635.465
2016,2,EYÜPSULTAN,18913211.882
2016,3,EYÜPSULTAN,17867126.974
2016,4,EYÜPSULTAN,8450812.17
2016,5,EYÜPSULTAN,6646704.987
2016,6,EYÜPSULTAN,4981719.884
2016,7,EYÜPSULTAN,4134054.146
2016,8,EYÜPSULTAN,4402251.692
2016,9,EYÜPSULTAN,4524442.659
2016,10,EYÜPSULTAN,8261914.795
2016,11,EYÜPSULTAN,16527018.162
2016,12,EYÜPSULTAN,28421052.636
2017,1,EYÜPSULTAN,31724734.0
2017,2,EYÜPSULTAN,23317735.691
2017,3,EYÜPSULTAN,21452170.179
2017,4,EYÜPSULTAN,14660966.564
2017,5,EYÜPSULTAN,7409062.634
2017,6,EYÜPSULTAN,4663433.792
2017,7,EYÜPSULTAN,4700455.209
2017,8,EYÜPSULTAN,4666838.122
2017,9,EYÜPSULTAN,4696880.102
2017,10,EYÜPSULTAN,8979386.31200001
2017,11,EYÜPSULTAN,16671192.072
2017,12,EYÜPSULTAN,19155413.832
2018,1,EYÜPSULTAN,28368182.834
2018,2,EYÜPSULTAN,23008454.301
2018,3,EYÜPSULTAN,22042894.071
2018,4,EYÜPSULTAN,12287027.176
2018,5,EYÜPSULTAN,7921603.896
2018,6,EYÜPSULTAN,4849679.244
2018,7,EYÜPSULTAN,4937266.248
2018,8,EYÜPSULTAN,4472189.939
2018,9,EYÜPSULTAN,4844250.739
2018,10,EYÜPSULTAN,6865880.517
2018,11,EYÜPSULTAN,15310228.087
2018,12,EYÜPSULTAN,28436551.647
2019,1,EYÜPSULTAN,30906343.735
2019,2,EYÜPSULTAN,25422433.212
2019,3,EYÜPSULTAN,21540310.137
2019,4,EYÜPSULTAN,15079732.923
2019,5,EYÜPSULTAN,6548823.398
2019,6,EYÜPSULTAN,3993606.846
2019,7,EYÜPSULTAN,5307362.016
2019,8,EYÜPSULTAN,4544146.001
2019,9,EYÜPSULTAN,5651446.02800001
2019,10,EYÜPSULTAN,7124614.12
2019,11,EYÜPSULTAN,10308834.857
2019,12,EYÜPSULTAN,22822137.136
2020,1,EYÜPSULTAN,28974768.766
2020,2,EYÜPSULTAN,23844137.414
2020,3,EYÜPSULTAN,20550056.868
2020,4,EYÜPSULTAN,14273672.986
2020,5,EYÜPSULTAN,5858694.872
2020,6,EYÜPSULTAN,5902243.724
2020,7,EYÜPSULTAN,5006524.746
2020,8,EYÜPSULTAN,4984469.225
2020,9,EYÜPSULTAN,5533982.162
2020,10,EYÜPSULTAN,6761767.411
2020,11,EYÜPSULTAN,17874004.898
2020,12,EYÜPSULTAN,23229808.038
2021,1,EYÜPSULTAN,26513977.935
2021,2,EYÜPSULTAN,25001046.529
2021,3,EYÜPSULTAN,29821781.976
2021,4,EYÜPSULTAN,19560153.568
2021,5,EYÜPSULTAN,6704553.229
2021,6,EYÜPSULTAN,6302380.166
2021,7,EYÜPSULTAN,4812482.029
2021,8,EYÜPSULTAN,4731365.925
2021,9,EYÜPSULTAN,5423052.215
2021,10,EYÜPSULTAN,10357481.178
2021,11,EYÜPSULTAN,16710018.356
2021,12,EYÜPSULTAN,25599960.723
2022,1,EYÜPSULTAN,31623406.316
2022,2,EYÜPSULTAN,27101474.967
2022,3,EYÜPSULTAN,32521404.008
2022,4,EYÜPSULTAN,14787923.474
2022,5,EYÜPSULTAN,8717000.846
2022,6,EYÜPSULTAN,5660174.49
2022,7,EYÜPSULTAN,5265706.158
2022,8,EYÜPSULTAN,5477056.499
2022,9,EYÜPSULTAN,6170996.829
2022,10,EYÜPSULTAN,9240455.257
2022,11,EYÜPSULTAN,14364955.941
2022,12,EYÜPSULTAN,22466403.919
2023,1,EYÜPSULTAN,25526045.783
2023,2,EYÜPSULTAN,27844057.073
2023,3,EYÜPSULTAN,23871765.988
2023,4,EYÜPSULTAN,14938222.683
2015,1,FATİH,29584683.914
2015,2,FATİH,25907432.831
2015,3,FATİH,24813984.548
2015,4,FATİH,16063796.403
2015,5,FATİH,5922686.05
2015,6,FATİH,4494259.677
2015,7,FATİH,3859319.71
2015,8,FATİH,3806418.266
2015,9,FATİH,4132853.633
2015,10,FATİH,7283524.555
2015,11,FATİH,12779293.021
2015,12,FATİH,25167143.942
2016,1,FATİH,30035896.875
2016,2,FATİH,21468658.566
2016,3,FATİH,20205937.738
2016,4,FATİH,7919390.187
2016,5,FATİH,6076754.235
2016,6,FATİH,4197134.774
2016,7,FATİH,3338826.888
2016,8,FATİH,3630704.993
2016,9,FATİH,3967907.248
2016,10,FATİH,7792549.801
2016,11,FATİH,17779749.961
2016,12,FATİH,30995989.238
2017,1,FATİH,35783171.553
2017,2,FATİH,27702450.97
2017,3,FATİH,23462693.858
2017,4,FATİH,15494057.444
2017,5,FATİH,6864554.182
2017,6,FATİH,4222373.333
2017,7,FATİH,4001653.967
2017,8,FATİH,4000871.313
2017,9,FATİH,4142506.066
2017,10,FATİH,7880379.566
2017,11,FATİH,17149027.063
2017,12,FATİH,20241261.001
2018,1,FATİH,30677540.696
2018,2,FATİH,24570269.659
2018,3,FATİH,24146938.321
2018,4,FATİH,11857859.694
2018,5,FATİH,6481638.195
2018,6,FATİH,4312193.839
2018,7,FATİH,4409160.673
2018,8,FATİH,3846165.708
2018,9,FATİH,4515152.101
2018,10,FATİH,6779409.212
2018,11,FATİH,15835925.793
2018,12,FATİH,29685243.282
2019,1,FATİH,32314487.624
2019,2,FATİH,26687159.814
2019,3,FATİH,23629889.85
2019,4,FATİH,17080135.669
2019,5,FATİH,6995439.679
2019,6,FATİH,4336089.742
2019,7,FATİH,4650465.419
2019,8,FATİH,4176604.428
2019,9,FATİH,4712145.561
2019,10,FATİH,6060421.613
2019,11,FATİH,9162240.664
2019,12,FATİH,22808087.399
2020,1,FATİH,31042463.662
2020,2,FATİH,25866756.905
2020,3,FATİH,20707220.534
2020,4,FATİH,13428495.223
2020,5,FATİH,5221995.01900001
2020,6,FATİH,3854963.721
2020,7,FATİH,3324602.262
2020,8,FATİH,3307438.416
2020,9,FATİH,3738209.866
2020,10,FATİH,4822800.862
2020,11,FATİH,14955498.625
2020,12,FATİH,20235898.756
2021,1,FATİH,23688870.149
2021,2,FATİH,22741627.664
2021,3,FATİH,26445560.291
2021,4,FATİH,17179892.281
2021,5,FATİH,5360777.022
2021,6,FATİH,4763284.495
2021,7,FATİH,3873060.304
2021,8,FATİH,4036789.785
2021,9,FATİH,4598355.007
2021,10,FATİH,8829240.161
2021,11,FATİH,15734427.52
2021,12,FATİH,24882890.316
2022,1,FATİH,31288795.994
2022,2,FATİH,26338576.438
2022,3,FATİH,32583768.317
2022,4,FATİH,14058068.856
2022,5,FATİH,8174064.424
2022,6,FATİH,5266131.381
2022,7,FATİH,4470439.103
2022,8,FATİH,4509114.059
2022,9,FATİH,4906070.992
2022,10,FATİH,7209159.952
