Yıl,Ay No,İlçe,Dogalgaz Tüketim Miktarı (m3)
2019,6,MALTEPE,4219174.91
2019,7,MALTEPE,4160399.741
2019,8,MALTEPE,3733896.637
2019,9,MALTEPE,4291688.163
2019,10,MALTEPE,5840736.058
2019,11,MALTEPE,10458332.287
2019,12,MALTEPE,28367735.355
2020,1,MALTEPE,39433237.102
2020,2,MALTEPE,32239684.211
2020,3,MALTEPE,27684790.465
2020,4,MALTEPE,19039459.421
2020,5,MALTEPE,7134866.971
2020,6,MALTEPE,4927454.717
2020,7,MALTEPE,3963188.464
2020,8,MALTEPE,3770704.581
2020,9,MALTEPE,4095684.136
2020,10,MALTEPE,5681488.597
2020,11,MALTEPE,19961511.845
2020,12,MALTEPE,27659637.204
2021,1,MALTEPE,32264566.921
2021,2,MALTEPE,31105259.147
2021,3,MALTEPE,35847414.684
2021,4,MALTEPE,22719212.248
2021,5,MALTEPE,6670544.859
2021,6,MALTEPE,5162027.091
2021,7,MALTEPE,3818444.584
2021,8,MALTEPE,3840320.552
2021,9,MALTEPE,4667901.316
2021,10,MALTEPE,10579816.787
2021,11,MALTEPE,19968351.599
2021,12,MALTEPE,32166632.003
2022,1,MALTEPE,41087433.925
2022,2,MALTEPE,34416190.638
2022,3,MALTEPE,42224826.026
2022,4,MALTEPE,16636757.283
2022,5,MALTEPE,8829476.816
2022,6,MALTEPE,5021939.312
2022,7,MALTEPE,4127731.63
2022,8,MALTEPE,4169415.576
2022,9,MALTEPE,4638144.766
2022,10,MALTEPE,7963977.628
2022,11,MALTEPE,15055163.73
2022,12,MALTEPE,26888608.044
2023,1,MALTEPE,30583812.52
2023,2,MALTEPE,34848434.197
2023,3,MALTEPE,29517134.507
2023,4,MALTEPE,17140198.23
2015,1,PENDİK,44936026.371
2015,2,PENDİK,39379612.42
2015,3,PENDİK,37913915.156
2015,4,PENDİK,25955058.711
2015,5,PENDİK,11932901.535
2015,6,PENDİK,10446436.447
2015,7,PENDİK,9119061.027
2015,8,PENDİK,9066335.301
2015,9,PENDİK,8905409.575
2015,10,PENDİK,14417414.946
2015,11,PENDİK,21953225.025
2015,12,PENDİK,40921296.95
2016,1,PENDİK,44839784.874
2016,2,PENDİK,29908046.676
2016,3,PENDİK,28760278.722
2016,4,PENDİK,11921640.475
2016,5,PENDİK,9627303.82200001
2016,6,PENDİK,7106275.231
2016,7,PENDİK,5818709.983
2016,8,PENDİK,6528965.575
2016,9,PENDİK,6257843.033
2016,10,PENDİK,12729345.664
2016,11,PENDİK,26494242.896
2016,12,PENDİK,49141043.899
2017,1,PENDİK,59652314.158
2017,2,PENDİK,44423610.305
2017,3,PENDİK,38228627.776
2017,4,PENDİK,26621766.61
2017,5,PENDİK,15040509.133
2017,6,PENDİK,10909805.737
2017,7,PENDİK,10720727.354
2017,8,PENDİK,10557771.107
2017,9,PENDİK,10615675.983
2017,10,PENDİK,17269860.0
2017,11,PENDİK,29610101.428
2017,12,PENDİK,39884734.177
2018,1,PENDİK,49841952.3
2018,2,PENDİK,44418127.87
2018,3,PENDİK,39021253.232
2018,4,PENDİK,21773726.747
2018,5,PENDİK,15652677.278
2018,6,PENDİK,11330683.448
2018,7,PENDİK,11927575.369
2018,8,PENDİK,10431819.975
2018,9,PENDİK,11720281.445
2018,10,PENDİK,14789256.305
2018,11,PENDİK,29081473.889
2018,12,PENDİK,49692586.601
2019,1,PENDİK,53269263.173
2019,2,PENDİK,45871363.022
2019,3,PENDİK,39806941.694
2019,4,PENDİK,29494541.243
2019,5,PENDİK,14799247.366
2019,6,PENDİK,9852808.223
2019,7,PENDİK,11564021.422
2019,8,PENDİK,10185910.301
2019,9,PENDİK,11570069.868
2019,10,PENDİK,13766969.051
2019,11,PENDİK,18903365.674
2019,12,PENDİK,41456664.509
2020,1,PENDİK,55343749.604
2020,2,PENDİK,45382406.882
2020,3,PENDİK,40153152.901
2020,4,PENDİK,26654162.34
2020,5,PENDİK,12857131.163
2020,6,PENDİK,11819132.454
2020,7,PENDİK,10854366.283
2020,8,PENDİK,10698628.556
2020,9,PENDİK,11779822.766
2020,10,PENDİK,13737663.343
2020,11,PENDİK,30987275.43
2020,12,PENDİK,41744403.605
2021,1,PENDİK,47334568.735
2021,2,PENDİK,45668312.479
2021,3,PENDİK,52095815.576
2021,4,PENDİK,35035476.481
2021,5,PENDİK,14212919.905
2021,6,PENDİK,13856718.118
2021,7,PENDİK,10982199.202
2021,8,PENDİK,12111108.28
2021,9,PENDİK,13112177.346
2021,10,PENDİK,19829001.585
2021,11,PENDİK,31396391.006
2021,12,PENDİK,47196827.562
2022,1,PENDİK,58397210.987
2022,2,PENDİK,49155747.999
2022,3,PENDİK,60311872.729
2022,4,PENDİK,26641847.42
2022,5,PENDİK,17034041.283
2022,6,PENDİK,12383225.234
2022,7,PENDİK,10200191.525
2022,8,PENDİK,12019303.87
2022,9,PENDİK,11951214.851
2022,10,PENDİK,16106458.692
2022,11,PENDİK,24753436.703
2022,12,PENDİK,39873339.904
2023,1,PENDİK,45448743.221
2023,2,PENDİK,51126835.251
2023,3,PENDİK,43892301.434
2023,4,PENDİK,26342381.729
2015,1,SANCAKTEPE,18819677.671
2015,2,SANCAKTEPE,16405990.926
2015,3,SANCAKTEPE,16113261.248
2015,4,SANCAKTEPE,10636224.41
2015,5,SANCAKTEPE,4299463.624
2015,6,SANCAKTEPE,3511670.023
2015,7,SANCAKTEPE,3368382.399
2015,8,SANCAKTEPE,3320904.857
2015,9,SANCAKTEPE,3395612.308
2015,10,SANCAKTEPE,5892953.41
2015,11,SANCAKTEPE,9274777.182
2015,12,SANCAKTEPE,18860472.595
2016,1,SANCAKTEPE,21871594.562
2016,2,SANCAKTEPE,14371890.967
2016,3,SANCAKTEPE,14431774.327
2016,4,SANCAKTEPE,6008564.591
2016,5,SANCAKTEPE,5009353.076
2016,6,SANCAKTEPE,3576601.379
2016,7,SANCAKTEPE,3240281.91
2016,8,SANCAKTEPE,3518213.793
2016,9,SANCAKTEPE,3539175.806
2016,10,SANCAKTEPE,6909572.416
2016,11,SANCAKTEPE,13835027.537
2016,12,SANCAKTEPE,25454496.564
2017,1,SANCAKTEPE,28691512.985
2017,2,SANCAKTEPE,21406167.009
2017,3,SANCAKTEPE,17821837.099
2017,4,SANCAKTEPE,11998247.591
2017,5,SANCAKTEPE,5906029.165
2017,6,SANCAKTEPE,4114356.689
2017,7,SANCAKTEPE,4006898.75
2017,8,SANCAKTEPE,3984507.033
2017,9,SANCAKTEPE,4059115.483
2017,10,SANCAKTEPE,7404740.391
2017,11,SANCAKTEPE,14709979.773
2017,12,SANCAKTEPE,19976417.685
2018,1,SANCAKTEPE,25334458.105
2018,2,SANCAKTEPE,22351905.752
2018,3,SANCAKTEPE,18852666.391
2018,4,SANCAKTEPE,9832079.52199999
2018,5,SANCAKTEPE,6253945.021
2018,6,SANCAKTEPE,4640008.657
2018,7,SANCAKTEPE,4551124.268
2018,8,SANCAKTEPE,4158192.254
2018,9,SANCAKTEPE,4786809.552
2018,10,SANCAKTEPE,6946113.931
2018,11,SANCAKTEPE,14734451.349
2018,12,SANCAKTEPE,26314193.868
2019,1,SANCAKTEPE,28251653.478
2019,2,SANCAKTEPE,23874422.915
2019,3,SANCAKTEPE,20416044.365
2019,4,SANCAKTEPE,15040385.375
2019,5,SANCAKTEPE,6752146.728
2019,6,SANCAKTEPE,4700936.16
2019,7,SANCAKTEPE,4573664.031
2019,8,SANCAKTEPE,4420097.073
2019,9,SANCAKTEPE,5009171.382
2019,10,SANCAKTEPE,6219564.023
2019,11,SANCAKTEPE,9202538.672
2019,12,SANCAKTEPE,21965438.389
2020,1,SANCAKTEPE,29095735.026
2020,2,SANCAKTEPE,23906118.3
2020,3,SANCAKTEPE,20982339.815
2020,4,SANCAKTEPE,13481091.3
2020,5,SANCAKTEPE,6360045.427
2020,6,SANCAKTEPE,5390645.195
2020,7,SANCAKTEPE,4601879.347
2020,8,SANCAKTEPE,4637367.729
2020,9,SANCAKTEPE,4923671.106
2020,10,SANCAKTEPE,6038149.62
2020,11,SANCAKTEPE,16795731.976
2020,12,SANCAKTEPE,22784980.559
2021,1,SANCAKTEPE,25683447.381
2021,2,SANCAKTEPE,24301543.451
2021,3,SANCAKTEPE,27828917.372
2021,4,SANCAKTEPE,18112742.844
2021,5,SANCAKTEPE,6902004.287
2021,6,SANCAKTEPE,5990482.116
2021,7,SANCAKTEPE,4781094.587
2021,8,SANCAKTEPE,5100817.379
2021,9,SANCAKTEPE,5663242.528
2021,10,SANCAKTEPE,9920710.283
2021,11,SANCAKTEPE,16518138.669
2021,12,SANCAKTEPE,26104655.687
2022,1,SANCAKTEPE,32724971.423
2022,2,SANCAKTEPE,27457918.545
2022,3,SANCAKTEPE,33468819.919
2022,4,SANCAKTEPE,13683017.088
2022,5,SANCAKTEPE,8194137.388
2022,6,SANCAKTEPE,5595920.826
2022,7,SANCAKTEPE,4691981.316
2022,8,SANCAKTEPE,4961046.038
2022,9,SANCAKTEPE,5251305.366
2022,10,SANCAKTEPE,8129332.697
2022,11,SANCAKTEPE,13094447.675
2022,12,SANCAKTEPE,21699811.405
2023,1,SANCAKTEPE,25414244.232
2023,2,SANCAKTEPE,28738713.405
2023,3,SANCAKTEPE,23253623.582
2023,4,SANCAKTEPE,14061954.557
2015,1,SARIYER,33502966.648
2015,2,SARIYER,29278322.226
2015,3,SARIYER,29110660.318
2015,4,SARIYER,18989167.42
2015,5,SARIYER,6937587.348
2015,6,SARIYER,4844800.824
2015,7,SARIYER,3859576.94
2015,8,SARIYER,3679824.041
2015,9,SARIYER,4327291.178
2015,10,SARIYER,9605044.385
2015,11,SARIYER,16168548.359
2015,12,SARIYER,29612999.518
2016,1,SARIYER,35495473.614
2016,2,SARIYER,25005608.516
2016,3,SARIYER,24375854.822
2016,4,SARIYER,10477729.657
2016,5,SARIYER,7768767.056
2016,6,SARIYER,4677979.39
2016,7,SARIYER,3445051.96
2016,8,SARIYER,3692061.138
2016,9,SARIYER,4558690.252
2016,10,SARIYER,10103927.431
2016,11,SARIYER,21626535.555
2016,12,SARIYER,37282728.607
2017,1,SARIYER,42779109.389
2017,2,SARIYER,33374460.622
2017,3,SARIYER,29186885.449
2017,4,SARIYER,20294358.713
2017,5,SARIYER,9066814.494
2017,6,SARIYER,4673729.401
2017,7,SARIYER,4031545.075
2017,8,SARIYER,4006961.926
2017,9,SARIYER,4447335.727
2017,10,SARIYER,10923421.802
2017,11,SARIYER,22161044.751
2017,12,SARIYER,25025985.254
2018,1,SARIYER,36951631.124
2018,2,SARIYER,30585504.649
2018,3,SARIYER,29645006.623
2018,4,SARIYER,16043689.177
2018,5,SARIYER,8093322.876
2018,6,SARIYER,4169766.306
2018,7,SARIYER,3972875.097
2018,8,SARIYER,3523865.874
2018,9,SARIYER,4937960.42
2018,10,SARIYER,9291072.985
2018,11,SARIYER,20318414.281
2018,12,SARIYER,37840725.254
2019,1,SARIYER,40220294.464
2019,2,SARIYER,33516425.127
2019,3,SARIYER,29758307.39
2019,4,SARIYER,22211145.318
2019,5,SARIYER,8543129.123
2019,6,SARIYER,4441009.075
2019,7,SARIYER,4391447.801
2019,8,SARIYER,3904870.951
2019,9,SARIYER,4654045.445
2019,10,SARIYER,7509550.745
2019,11,SARIYER,12591026.06
2019,12,SARIYER,29479474.723
2020,1,SARIYER,39289098.552
2020,2,SARIYER,32882153.625
2020,3,SARIYER,28099778.625
2020,4,SARIYER,20014204.772
2020,5,SARIYER,8223640.024
2020,6,SARIYER,5460530.794
2020,7,SARIYER,3938715.74
2020,8,SARIYER,3933227.57
2020,9,SARIYER,4413048.74
2020,10,SARIYER,6463791.271
2020,11,SARIYER,21479908.513
2020,12,SARIYER,27995689.751
2021,1,SARIYER,31903538.713
2021,2,SARIYER,30762295.277
2021,3,SARIYER,35932296.168
2021,4,SARIYER,23921331.792
2021,5,SARIYER,7435405.362
2021,6,SARIYER,5468777.448
2021,7,SARIYER,3812710.627
2021,8,SARIYER,4042220.052
2021,9,SARIYER,5093947.041
2021,10,SARIYER,12650125.17
2021,11,SARIYER,21448295.036
2021,12,SARIYER,33004544.699
2022,1,SARIYER,40874298.571
2022,2,SARIYER,34336427.126
2022,3,SARIYER,42630740.601
2022,4,SARIYER,19146303.837
2022,5,SARIYER,10712841.041
2022,6,SARIYER,5577060.383
2022,7,SARIYER,4424981.434
2022,8,SARIYER,4659262.944
2022,9,SARIYER,5575201.348
2022,10,SARIYER,9981616.275
2022,11,SARIYER,17176617.816
2022,12,SARIYER,28006853.793
2023,1,SARIYER,31445124.105
2023,2,SARIYER,35175211.878
2023,3,SARIYER,29990463.051
2023,4,SARIYER,18031430.524
2015,1,SİLİVRİ,12850624.307
2015,2,SİLİVRİ,11436717.187
2015,3,SİLİVRİ,10974995.112
2015,4,SİLİVRİ,8124580.278
2015,5,SİLİVRİ,4390711.442
2015,6,SİLİVRİ,3886181.402
2015,7,SİLİVRİ,3517561.008
2015,8,SİLİVRİ,3832116.039
2015,9,SİLİVRİ,3840430.568
2015,10,SİLİVRİ,5441429.093
2015,11,SİLİVRİ,7461204.425
2015,12,SİLİVRİ,12382644.062
2016,1,SİLİVRİ,14049837.515
2016,2,SİLİVRİ,10441363.734
2016,3,SİLİVRİ,10145001.218
2016,4,SİLİVRİ,5528495.827
2016,5,SİLİVRİ,4982242.33
2016,6,SİLİVRİ,4056458.545
2016,7,SİLİVRİ,3289611.711
2016,8,SİLİVRİ,4040692.74
2016,9,SİLİVRİ,3784660.705
2016,10,SİLİVRİ,6053546.69
2016,11,SİLİVRİ,9899478.53600001
2016,12,SİLİVRİ,15003739.027
2017,1,SİLİVRİ,17372415.256
2017,2,SİLİVRİ,13929396.433
2017,3,SİLİVRİ,12140627.742
2017,4,SİLİVRİ,9130840.962
2017,5,SİLİVRİ,5617665.536
2017,6,SİLİVRİ,4144305.15
2017,7,SİLİVRİ,4467909.983
2017,8,SİLİVRİ,4328727.93
2017,9,SİLİVRİ,4280129.055
2017,10,SİLİVRİ,6886936.375
2017,11,SİLİVRİ,11003033.1
2017,12,SİLİVRİ,11950816.657
2018,1,SİLİVRİ,16831852.045
2018,2,SİLİVRİ,13831451.23
2018,3,SİLİVRİ,14162534.456
2018,4,SİLİVRİ,8176651.195
2018,5,SİLİVRİ,6053979.609
2018,6,SİLİVRİ,4719303.133
2018,7,SİLİVRİ,4986104.976
2018,8,SİLİVRİ,4220947.915
2018,9,SİLİVRİ,5054523.515
2018,10,SİLİVRİ,6623267.055
2018,11,SİLİVRİ,10894459.392
2018,12,SİLİVRİ,17131613.264
2019,1,SİLİVRİ,17827380.407
2019,2,SİLİVRİ,15462452.269
2019,3,SİLİVRİ,14220339.953
2019,4,SİLİVRİ,10999964.174
2019,5,SİLİVRİ,6750717.63
2019,6,SİLİVRİ,4559548.724
2019,7,SİLİVRİ,5486946.442
2019,8,SİLİVRİ,4779744.324
2019,9,SİLİVRİ,5547188.149
2019,10,SİLİVRİ,6451750.487
2019,11,SİLİVRİ,8195804.16
2019,12,SİLİVRİ,14382274.267
2020,1,SİLİVRİ,18230579.303
2020,2,SİLİVRİ,15734968.308
2020,3,SİLİVRİ,14820896.808
2020,4,SİLİVRİ,10957117.466
2020,5,SİLİVRİ,6174357.884
2020,6,SİLİVRİ,5919699.159
2020,7,SİLİVRİ,5590257.079
2020,8,SİLİVRİ,5547563.901
2020,9,SİLİVRİ,5938101.657
2020,10,SİLİVRİ,7080010.613
2020,11,SİLİVRİ,13332189.923
2020,12,SİLİVRİ,16846009.222
2021,1,SİLİVRİ,18361443.593
2021,2,SİLİVRİ,17078058.495
2021,3,SİLİVRİ,19514311.524
2021,4,SİLİVRİ,14368795.554
2021,5,SİLİVRİ,6880185.844
2021,6,SİLİVRİ,6398799.516
2021,7,SİLİVRİ,4751869.586
2021,8,SİLİVRİ,5833338.923
2021,9,SİLİVRİ,6152004.904
2021,10,SİLİVRİ,8865859.933
2021,11,SİLİVRİ,12382240.425
2021,12,SİLİVRİ,17718089.928
2022,1,SİLİVRİ,20744236.836
2022,2,SİLİVRİ,17865359.242
2022,3,SİLİVRİ,21373914.308
2022,4,SİLİVRİ,11755320.893
2022,5,SİLİVRİ,7932320.739
2022,6,SİLİVRİ,6591135.339
2022,7,SİLİVRİ,5263053.555
2022,8,SİLİVRİ,6268563.828
2022,9,SİLİVRİ,6297116.673
2022,10,SİLİVRİ,7998663.069
2022,11,SİLİVRİ,10768331.461
2022,12,SİLİVRİ,16063717.728
2023,1,SİLİVRİ,17337393.389
2023,2,SİLİVRİ,18893226.65
2023,3,SİLİVRİ,16037909.334
2023,4,SİLİVRİ,11675027.0
2015,1,SULTANBEYLİ,12004811.164
2015,2,SULTANBEYLİ,10356133.388
2015,3,SULTANBEYLİ,9866644.382
2015,4,SULTANBEYLİ,6397461.558
2015,5,SULTANBEYLİ,2248480.603
2015,6,SULTANBEYLİ,1793143.245
2015,7,SULTANBEYLİ,1545775.744
2015,8,SULTANBEYLİ,1500382.703
2015,9,SULTANBEYLİ,1580551.011
2015,10,SULTANBEYLİ,3126505.302
2015,11,SULTANBEYLİ,5555138.778
2015,12,SULTANBEYLİ,11610364.816
2016,1,SULTANBEYLİ,13724439.391
2016,2,SULTANBEYLİ,9055183.919
2016,3,SULTANBEYLİ,8545736.27
2016,4,SULTANBEYLİ,3233282.458
2016,5,SULTANBEYLİ,2611245.187
2016,6,SULTANBEYLİ,1867914.577
2016,7,SULTANBEYLİ,1560281.773
2016,8,SULTANBEYLİ,1720412.502
2016,9,SULTANBEYLİ,1753319.505
2016,10,SULTANBEYLİ,3861282.605
2016,11,SULTANBEYLİ,8329362.639
2016,12,SULTANBEYLİ,15831520.069
2017,1,SULTANBEYLİ,17904258.234
2017,2,SULTANBEYLİ,12994540.077
2017,3,SULTANBEYLİ,10734764.572
2017,4,SULTANBEYLİ,6962855.266
2017,5,SULTANBEYLİ,3059442.186
2017,6,SULTANBEYLİ,2049236.931
2017,7,SULTANBEYLİ,1912205.56
2017,8,SULTANBEYLİ,1935923.684
2017,9,SULTANBEYLİ,1961008.902
2017,10,SULTANBEYLİ,3895563.661
2017,11,SULTANBEYLİ,8468221.391
2017,12,SULTANBEYLİ,11879045.484
2018,1,SULTANBEYLİ,15313861.505
2018,2,SULTANBEYLİ,13622206.631
2018,3,SULTANBEYLİ,11280597.322
2018,4,SULTANBEYLİ,5447776.229
2018,5,SULTANBEYLİ,3175859.919
2018,6,SULTANBEYLİ,2220146.137
2018,7,SULTANBEYLİ,2236918.812
2018,8,SULTANBEYLİ,1967764.023
2018,9,SULTANBEYLİ,2323514.239
2018,10,SULTANBEYLİ,3553954.062
2018,11,SULTANBEYLİ,8640594.648
2018,12,SULTANBEYLİ,16176895.35
2019,1,SULTANBEYLİ,17431080.958
2019,2,SULTANBEYLİ,14671120.289
2019,3,SULTANBEYLİ,12322713.653
2019,4,SULTANBEYLİ,8867661.357
2019,5,SULTANBEYLİ,3410360.609
2019,6,SULTANBEYLİ,2262865.037
2019,7,SULTANBEYLİ,2354734.686
2019,8,SULTANBEYLİ,2130649.175
2019,9,SULTANBEYLİ,2395147.522
2019,10,SULTANBEYLİ,3063048.584
2019,11,SULTANBEYLİ,4964463.9
2019,12,SULTANBEYLİ,13356604.432
2020,1,SULTANBEYLİ,18197328.071
2020,2,SULTANBEYLİ,14741440.857
2020,3,SULTANBEYLİ,12650106.975
2020,4,SULTANBEYLİ,7307596.581
2020,5,SULTANBEYLİ,2982217.12
2020,6,SULTANBEYLİ,2765646.724
2020,7,SULTANBEYLİ,2441431.621
2020,8,SULTANBEYLİ,2283450.274
2020,9,SULTANBEYLİ,2472184.995
2020,10,SULTANBEYLİ,3119971.703
2020,11,SULTANBEYLİ,9805209.798
2020,12,SULTANBEYLİ,13533855.896
2021,1,SULTANBEYLİ,15410957.185
2021,2,SULTANBEYLİ,14619671.839
2021,3,SULTANBEYLİ,16832794.49
2021,4,SULTANBEYLİ,10770169.68
2021,5,SULTANBEYLİ,3486670.5
2021,6,SULTANBEYLİ,2991719.531
2021,7,SULTANBEYLİ,2319160.971
2021,8,SULTANBEYLİ,2451397.327
2021,9,SULTANBEYLİ,2830977.949
2021,10,SULTANBEYLİ,5355015.695
2021,11,SULTANBEYLİ,9831092.226
2021,12,SULTANBEYLİ,15984735.249
2022,1,SULTANBEYLİ,20215772.955
2022,2,SULTANBEYLİ,16774826.041
2022,3,SULTANBEYLİ,20517698.678
2022,4,SULTANBEYLİ,8065562.668
2022,5,SULTANBEYLİ,4614516.353
2022,6,SULTANBEYLİ,2971057.639
2022,7,SULTANBEYLİ,2565719.921
2022,8,SULTANBEYLİ,2624218.996
2022,9,SULTANBEYLİ,2807911.752
2022,10,SULTANBEYLİ,4309144.224
2022,11,SULTANBEYLİ,7651756.166
2022,12,SULTANBEYLİ,13704936.463
2023,1,SULTANBEYLİ,15873106.715
2023,2,SULTANBEYLİ,18042829.034
2023,3,SULTANBEYLİ,15233333.279
2023,4,SULTANBEYLİ,9004080.012
2015,1,SULTANGAZİ,23093455.616
2015,2,SULTANGAZİ,19869083.611
2015,3,SULTANGAZİ,19076761.694
2015,4,SULTANGAZİ,11903986.932
2015,5,SULTANGAZİ,5172336.266
2015,6,SULTANGAZİ,4294247.901
2015,7,SULTANGAZİ,4011039.0
2015,8,SULTANGAZİ,4320517.85
2015,9,SULTANGAZİ,4318613.798
2015,10,SULTANGAZİ,7019581.461
2015,11,SULTANGAZİ,10951608.779
2015,12,SULTANGAZİ,20512922.377
2016,1,SULTANGAZİ,24919354.143
2016,2,SULTANGAZİ,17253582.0
2016,3,SULTANGAZİ,16034791.764
2016,4,SULTANGAZİ,7020003.336
2016,5,SULTANGAZİ,5631574.757
2016,6,SULTANGAZİ,4459234.327
2016,7,SULTANGAZİ,3574088.808
2016,8,SULTANGAZİ,4193745.921
2016,9,SULTANGAZİ,3942492.677
2016,10,SULTANGAZİ,7536696.846
2016,11,SULTANGAZİ,15319762.72
2016,12,SULTANGAZİ,26568168.938
2017,1,SULTANGAZİ,31207081.684
2017,2,SULTANGAZİ,23473916.775
2017,3,SULTANGAZİ,19528295.152
2017,4,SULTANGAZİ,12928235.314
2017,5,SULTANGAZİ,6265084.604
2017,6,SULTANGAZİ,4259955.362
2017,7,SULTANGAZİ,4316118.378
2017,8,SULTANGAZİ,4390883.335
2017,9,SULTANGAZİ,4326487.471
2017,10,SULTANGAZİ,7386617.353
2017,11,SULTANGAZİ,14934573.183
2017,12,SULTANGAZİ,17901458.905
2018,1,SULTANGAZİ,27073613.587
2018,2,SULTANGAZİ,22098175.698
2018,3,SULTANGAZİ,20905863.59
2018,4,SULTANGAZİ,10361290.204
2018,5,SULTANGAZİ,6402437.432
2018,6,SULTANGAZİ,4288654.025
2018,7,SULTANGAZİ,4126558.236
2018,8,SULTANGAZİ,3494532.829
2018,9,SULTANGAZİ,4310414.966
2018,10,SULTANGAZİ,6311146.934
2018,11,SULTANGAZİ,14238132.454
2018,12,SULTANGAZİ,27020608.314
2019,1,SULTANGAZİ,29472433.465
2019,2,SULTANGAZİ,24050088.475
2019,3,SULTANGAZİ,21031160.04
2019,4,SULTANGAZİ,14833469.885
2019,5,SULTANGAZİ,6387225.481
2019,6,SULTANGAZİ,3985428.491
2019,7,SULTANGAZİ,4389405.344
2019,8,SULTANGAZİ,3858346.359
2019,9,SULTANGAZİ,4625425.484
2019,10,SULTANGAZİ,5999949.17
2019,11,SULTANGAZİ,8633559.198
2019,12,SULTANGAZİ,21216702.426
2020,1,SULTANGAZİ,29351375.103
2020,2,SULTANGAZİ,24231905.032
2020,3,SULTANGAZİ,21250504.68
2020,4,SULTANGAZİ,12967793.064
2020,5,SULTANGAZİ,5860471.161
2020,6,SULTANGAZİ,5443523.071
2020,7,SULTANGAZİ,4872623.46
2020,8,SULTANGAZİ,4337799.283
2020,9,SULTANGAZİ,4880905.969
2020,10,SULTANGAZİ,5545912.894
2020,11,SULTANGAZİ,15648730.092
2020,12,SULTANGAZİ,21286204.518
2021,1,SULTANGAZİ,24701891.935
2021,2,SULTANGAZİ,23510580.593
2021,3,SULTANGAZİ,26915770.615
2021,4,SULTANGAZİ,17767446.249
2021,5,SULTANGAZİ,6196772.136
2021,6,SULTANGAZİ,5441309.567
2021,7,SULTANGAZİ,4236191.373
2021,8,SULTANGAZİ,4650820.59
2021,9,SULTANGAZİ,5598331.221
2021,10,SULTANGAZİ,9568082.011
2021,11,SULTANGAZİ,15935591.381
2021,12,SULTANGAZİ,24972849.889
2022,1,SULTANGAZİ,31098159.165
2022,2,SULTANGAZİ,25792237.211
2022,3,SULTANGAZİ,31156386.133
2022,4,SULTANGAZİ,13096222.739
2022,5,SULTANGAZİ,8068776.249
2022,6,SULTANGAZİ,5317655.673
2022,7,SULTANGAZİ,4391598.224
2022,8,SULTANGAZİ,5011049.468
2022,9,SULTANGAZİ,5685644.022
2022,10,SULTANGAZİ,7645221.584
2022,11,SULTANGAZİ,11981041.133
2022,12,SULTANGAZİ,21124047.647
2023,1,SULTANGAZİ,23720550.279
2023,2,SULTANGAZİ,26954461.664
2023,3,SULTANGAZİ,23015410.516
2023,4,SULTANGAZİ,14137384.293
2015,1,ŞİLE,1697697.804
2015,2,ŞİLE,1546392.265
2015,3,ŞİLE,1641710.496
2015,4,ŞİLE,1268453.955
2015,5,ŞİLE,706835.734
2015,6,ŞİLE,573353.416
2015,7,ŞİLE,487414.145
2015,8,ŞİLE,355262.501
2015,9,ŞİLE,496741.228
2015,10,ŞİLE,832697.714
2015,11,ŞİLE,1228233.767
2015,12,ŞİLE,2007840.494
2016,1,ŞİLE,2402628.629
2016,2,ŞİLE,1857154.182
2016,3,ŞİLE,1936407.372
2016,4,ŞİLE,1095162.059
2016,5,ŞİLE,912374.207
2016,6,ŞİLE,691816.781
2016,7,ŞİLE,545087.126
2016,8,ŞİLE,627845.921
2016,9,ŞİLE,756996.425
2016,10,ŞİLE,1318423.464
2016,11,ŞİLE,1999102.844
2016,12,ŞİLE,3049405.509
2017,1,ŞİLE,3181320.507
2017,2,ŞİLE,2563859.873
2017,3,ŞİLE,2525316.553
2017,4,ŞİLE,2127252.457
2017,5,ŞİLE,1165502.797
2017,6,ŞİLE,788994.725
2017,7,ŞİLE,789274.455
2017,8,ŞİLE,791058.584
2017,9,ŞİLE,830138.775
2017,10,ŞİLE,1493306.754
2017,11,ŞİLE,2239901.037
2017,12,ŞİLE,2648140.02
2018,1,ŞİLE,2962410.71
2018,2,ŞİLE,2691375.28
2018,3,ŞİLE,2602816.135
2018,4,ŞİLE,1803064.67
2018,5,ŞİLE,1124908.334
2018,6,ŞİLE,752927.448
2018,7,ŞİLE,793579.872
2018,8,ŞİLE,637381.015
2018,9,ŞİLE,854752.7
2018,10,ŞİLE,1170068.581
2018,11,ŞİLE,1970022.776
2018,12,ŞİLE,3089760.854
2019,1,ŞİLE,3269688.459
2019,2,ŞİLE,2870186.795
2019,3,ŞİLE,2689777.296
2019,4,ŞİLE,2298743.176
2019,5,ŞİLE,1090506.556
2019,6,ŞİLE,665236.712
2019,7,ŞİLE,833482.643
2019,8,ŞİLE,719887.681
2019,9,ŞİLE,819911.936
2019,10,ŞİLE,1074902.889
2019,11,ŞİLE,1544139.464
2019,12,ŞİLE,2803410.64
2020,1,ŞİLE,3393642.737
2020,2,ŞİLE,2983092.831
2020,3,ŞİLE,2806694.758
2020,4,ŞİLE,2281175.264
2020,5,ŞİLE,1149670.362
2020,6,ŞİLE,908469.739
2020,7,ŞİLE,778195.113
2020,8,ŞİLE,756396.805
2020,9,ŞİLE,894716.955
2020,10,ŞİLE,1170101.262
2020,11,ŞİLE,2603834.477
2020,12,ŞİLE,3438156.329
2021,1,ŞİLE,3674972.916
2021,2,ŞİLE,3338450.469
